IssueDate,Violation,FineAmount,NumberViolations,TotalFineAmount
2025-01-14,MTA CAMERA VIOLATION - DOUBLE PARKING,150,94,14100
2025-01-14,MTA CAMERA VIOLATION - DOUBLE PARKING,200,40,8000
2025-01-14,MTA CAMERA VIOLATION - DOUBLE PARKING,250,68,17000
2025-01-15,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1463,73150
2025-01-15,MTA CAMERA VIOLATION - DOUBLE PARKING,100,233,23300
2025-01-15,MTA CAMERA VIOLATION - DOUBLE PARKING,150,100,15000
2025-01-15,MTA CAMERA VIOLATION - DOUBLE PARKING,200,25,5000
2025-01-15,MTA CAMERA VIOLATION - DOUBLE PARKING,250,69,17250
2025-01-16,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1824,91200
2025-01-16,MTA CAMERA VIOLATION - DOUBLE PARKING,100,251,25100
2025-01-16,MTA CAMERA VIOLATION - DOUBLE PARKING,150,95,14250
2025-01-16,MTA CAMERA VIOLATION - DOUBLE PARKING,200,37,7400
2025-01-16,MTA CAMERA VIOLATION - DOUBLE PARKING,250,76,19000
2025-01-17,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1504,75200
2025-01-17,MTA CAMERA VIOLATION - DOUBLE PARKING,100,269,26900
2025-01-17,MTA CAMERA VIOLATION - DOUBLE PARKING,150,89,13350
2025-01-17,MTA CAMERA VIOLATION - DOUBLE PARKING,200,36,7200
2025-01-17,MTA CAMERA VIOLATION - DOUBLE PARKING,250,73,18250
2025-01-18,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1646,82300
2025-01-18,MTA CAMERA VIOLATION - DOUBLE PARKING,100,241,24100
2025-01-18,MTA CAMERA VIOLATION - DOUBLE PARKING,150,82,12300
2025-01-18,MTA CAMERA VIOLATION - DOUBLE PARKING,200,46,9200
2025-01-18,MTA CAMERA VIOLATION - DOUBLE PARKING,250,52,13000
2025-01-19,MTA CAMERA VIOLATION - DOUBLE PARKING,50,342,17100
2025-01-19,MTA CAMERA VIOLATION - DOUBLE PARKING,100,53,5300
2025-01-19,MTA CAMERA VIOLATION - DOUBLE PARKING,150,11,1650
2025-01-19,MTA CAMERA VIOLATION - DOUBLE PARKING,200,4,800
2025-01-19,MTA CAMERA VIOLATION - DOUBLE PARKING,250,5,1250
2025-01-20,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1100,55000
2025-01-20,MTA CAMERA VIOLATION - DOUBLE PARKING,100,161,16100
2025-01-20,MTA CAMERA VIOLATION - DOUBLE PARKING,150,66,9900
2025-01-20,MTA CAMERA VIOLATION - DOUBLE PARKING,200,34,6800
2025-01-20,MTA CAMERA VIOLATION - DOUBLE PARKING,250,40,10000
2025-01-21,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1557,77850
2025-01-21,MTA CAMERA VIOLATION - DOUBLE PARKING,100,268,26800
2025-01-21,MTA CAMERA VIOLATION - DOUBLE PARKING,150,107,16050
2025-01-21,MTA CAMERA VIOLATION - DOUBLE PARKING,200,44,8800
2025-01-21,MTA CAMERA VIOLATION - DOUBLE PARKING,250,81,20250
2025-01-22,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1263,63150
2025-01-22,MTA CAMERA VIOLATION - DOUBLE PARKING,100,223,22300
2025-01-22,MTA CAMERA VIOLATION - DOUBLE PARKING,150,85,12750
2025-01-22,MTA CAMERA VIOLATION - DOUBLE PARKING,200,23,4600
2025-01-22,MTA CAMERA VIOLATION - DOUBLE PARKING,250,58,14500
2025-01-23,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1409,70450
2025-01-23,MTA CAMERA VIOLATION - DOUBLE PARKING,100,259,25900
2025-01-23,MTA CAMERA VIOLATION - DOUBLE PARKING,150,91,13650
2025-01-23,MTA CAMERA VIOLATION - DOUBLE PARKING,200,46,9200
2025-01-23,MTA CAMERA VIOLATION - DOUBLE PARKING,250,74,18500
2025-01-24,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1453,72650
2025-01-24,MTA CAMERA VIOLATION - DOUBLE PARKING,100,238,23800
2025-01-24,MTA CAMERA VIOLATION - DOUBLE PARKING,150,98,14700
2025-01-24,MTA CAMERA VIOLATION - DOUBLE PARKING,200,39,7800
2025-01-24,MTA CAMERA VIOLATION - DOUBLE PARKING,250,53,13250
2025-01-25,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1441,72050
2025-01-25,MTA CAMERA VIOLATION - DOUBLE PARKING,100,193,19300
2025-01-25,MTA CAMERA VIOLATION - DOUBLE PARKING,150,78,11700
2025-01-25,MTA CAMERA VIOLATION - DOUBLE PARKING,200,36,7200
2025-01-25,MTA CAMERA VIOLATION - DOUBLE PARKING,250,49,12250
2025-01-26,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1190,59500
2025-01-26,MTA CAMERA VIOLATION - DOUBLE PARKING,100,164,16400
2025-01-26,MTA CAMERA VIOLATION - DOUBLE PARKING,150,59,8850
2025-01-26,MTA CAMERA VIOLATION - DOUBLE PARKING,200,37,7400
2025-01-26,MTA CAMERA VIOLATION - DOUBLE PARKING,250,37,9250
2025-01-27,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1376,68800
2025-01-27,MTA CAMERA VIOLATION - DOUBLE PARKING,100,226,22600
2025-01-27,MTA CAMERA VIOLATION - DOUBLE PARKING,150,83,12450
2025-01-27,MTA CAMERA VIOLATION - DOUBLE PARKING,200,39,7800
2025-01-27,MTA CAMERA VIOLATION - DOUBLE PARKING,250,69,17250
2025-01-28,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1370,68500
2025-01-28,MTA CAMERA VIOLATION - DOUBLE PARKING,100,235,23500
2025-01-28,MTA CAMERA VIOLATION - DOUBLE PARKING,150,78,11700
2025-01-28,MTA CAMERA VIOLATION - DOUBLE PARKING,200,38,7600
2025-01-28,MTA CAMERA VIOLATION - DOUBLE PARKING,250,69,17250
2025-01-29,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1362,68100
2025-01-29,MTA CAMERA VIOLATION - DOUBLE PARKING,100,264,26400
2025-01-29,MTA CAMERA VIOLATION - DOUBLE PARKING,150,86,12900
2025-01-29,MTA CAMERA VIOLATION - DOUBLE PARKING,200,39,7800
2025-01-29,MTA CAMERA VIOLATION - DOUBLE PARKING,250,68,17000
2025-01-30,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1176,58800
2025-01-30,MTA CAMERA VIOLATION - DOUBLE PARKING,100,243,24300
2025-01-30,MTA CAMERA VIOLATION - DOUBLE PARKING,150,72,10800
2025-01-30,MTA CAMERA VIOLATION - DOUBLE PARKING,200,42,8400
2025-01-30,MTA CAMERA VIOLATION - DOUBLE PARKING,250,68,17000
2025-01-31,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1596,79800
2025-01-31,MTA CAMERA VIOLATION - DOUBLE PARKING,100,282,28200
2025-01-31,MTA CAMERA VIOLATION - DOUBLE PARKING,150,107,16050
2025-01-31,MTA CAMERA VIOLATION - DOUBLE PARKING,200,42,8400
2025-01-31,MTA CAMERA VIOLATION - DOUBLE PARKING,250,86,21500
2025-02-01,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1731,86550
2025-02-01,MTA CAMERA VIOLATION - DOUBLE PARKING,100,273,27300
2025-02-01,MTA CAMERA VIOLATION - DOUBLE PARKING,150,85,12750
2025-02-01,MTA CAMERA VIOLATION - DOUBLE PARKING,200,40,8000
2025-02-01,MTA CAMERA VIOLATION - DOUBLE PARKING,250,56,14000
2025-02-02,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1128,56400
2025-02-02,MTA CAMERA VIOLATION - DOUBLE PARKING,100,172,17200
2025-02-02,MTA CAMERA VIOLATION - DOUBLE PARKING,150,59,8850
2025-02-02,MTA CAMERA VIOLATION - DOUBLE PARKING,200,25,5000
2025-02-02,MTA CAMERA VIOLATION - DOUBLE PARKING,250,30,7500
2025-02-03,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1017,50850
2025-02-03,MTA CAMERA VIOLATION - DOUBLE PARKING,100,174,17400
2025-02-03,MTA CAMERA VIOLATION - DOUBLE PARKING,150,77,11550
2025-02-03,MTA CAMERA VIOLATION - DOUBLE PARKING,200,24,4800
2025-02-03,MTA CAMERA VIOLATION - DOUBLE PARKING,250,62,15500
2025-02-04,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1244,62200
2025-02-04,MTA CAMERA VIOLATION - DOUBLE PARKING,100,218,21800
2025-02-04,MTA CAMERA VIOLATION - DOUBLE PARKING,150,80,12000
2025-02-04,MTA CAMERA VIOLATION - DOUBLE PARKING,200,29,5800
2025-02-04,MTA CAMERA VIOLATION - DOUBLE PARKING,250,76,19000
2025-02-05,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1203,60150
2025-02-05,MTA CAMERA VIOLATION - DOUBLE PARKING,100,239,23900
2025-02-05,MTA CAMERA VIOLATION - DOUBLE PARKING,150,72,10800
2025-02-05,MTA CAMERA VIOLATION - DOUBLE PARKING,200,36,7200
2025-02-05,MTA CAMERA VIOLATION - DOUBLE PARKING,250,78,19500
2025-02-06,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1116,55800
2025-02-06,MTA CAMERA VIOLATION - DOUBLE PARKING,100,211,21100
2025-02-06,MTA CAMERA VIOLATION - DOUBLE PARKING,150,91,13650
2025-02-06,MTA CAMERA VIOLATION - DOUBLE PARKING,200,38,7600
2025-02-06,MTA CAMERA VIOLATION - DOUBLE PARKING,250,78,19500
2025-02-07,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1246,62300
2025-02-07,MTA CAMERA VIOLATION - DOUBLE PARKING,100,212,21200
2025-02-07,MTA CAMERA VIOLATION - DOUBLE PARKING,150,73,10950
2025-02-07,MTA CAMERA VIOLATION - DOUBLE PARKING,200,39,7800
2025-02-07,MTA CAMERA VIOLATION - DOUBLE PARKING,250,62,15500
2025-02-08,MTA CAMERA VIOLATION - DOUBLE PARKING,50,409,20450
2025-02-08,MTA CAMERA VIOLATION - DOUBLE PARKING,100,38,3800
2025-02-08,MTA CAMERA VIOLATION - DOUBLE PARKING,150,10,1500
2025-02-08,MTA CAMERA VIOLATION - DOUBLE PARKING,200,6,1200
2025-02-08,MTA CAMERA VIOLATION - DOUBLE PARKING,250,10,2500
2025-02-09,MTA CAMERA VIOLATION - DOUBLE PARKING,50,301,15050
2025-02-09,MTA CAMERA VIOLATION - DOUBLE PARKING,100,45,4500
2025-02-09,MTA CAMERA VIOLATION - DOUBLE PARKING,150,13,1950
2025-02-09,MTA CAMERA VIOLATION - DOUBLE PARKING,200,8,1600
2025-02-09,MTA CAMERA VIOLATION - DOUBLE PARKING,250,11,2750
2025-02-10,MTA CAMERA VIOLATION - DOUBLE PARKING,50,994,49700
2025-02-10,MTA CAMERA VIOLATION - DOUBLE PARKING,100,191,19100
2025-02-10,MTA CAMERA VIOLATION - DOUBLE PARKING,150,81,12150
2025-02-10,MTA CAMERA VIOLATION - DOUBLE PARKING,200,49,9800
2025-02-10,MTA CAMERA VIOLATION - DOUBLE PARKING,250,64,16000
2025-02-11,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1295,64750
2025-02-11,MTA CAMERA VIOLATION - DOUBLE PARKING,100,273,27300
2025-02-11,MTA CAMERA VIOLATION - DOUBLE PARKING,150,94,14100
2025-02-11,MTA CAMERA VIOLATION - DOUBLE PARKING,200,41,8200
2025-02-11,MTA CAMERA VIOLATION - DOUBLE PARKING,250,109,27250
2025-02-12,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1219,60950
2025-02-12,MTA CAMERA VIOLATION - DOUBLE PARKING,100,263,26300
2025-02-12,MTA CAMERA VIOLATION - DOUBLE PARKING,150,90,13500
2025-02-12,MTA CAMERA VIOLATION - DOUBLE PARKING,200,32,6400
2025-02-12,MTA CAMERA VIOLATION - DOUBLE PARKING,250,71,17750
2025-02-13,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1357,67850
2025-02-13,MTA CAMERA VIOLATION - DOUBLE PARKING,100,274,27400
2025-02-13,MTA CAMERA VIOLATION - DOUBLE PARKING,150,109,16350
2025-02-13,MTA CAMERA VIOLATION - DOUBLE PARKING,200,55,11000
2025-02-13,MTA CAMERA VIOLATION - DOUBLE PARKING,250,95,23750
2025-02-14,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1340,67000
2025-02-14,MTA CAMERA VIOLATION - DOUBLE PARKING,100,260,26000
2025-02-14,MTA CAMERA VIOLATION - DOUBLE PARKING,150,101,15150
2025-02-14,MTA CAMERA VIOLATION - DOUBLE PARKING,200,34,6800
2025-02-14,MTA CAMERA VIOLATION - DOUBLE PARKING,250,71,17750
2025-02-15,MTA CAMERA VIOLATION - DOUBLE PARKING,50,317,15850
2025-02-15,MTA CAMERA VIOLATION - DOUBLE PARKING,100,53,5300
2025-02-15,MTA CAMERA VIOLATION - DOUBLE PARKING,150,16,2400
2025-02-15,MTA CAMERA VIOLATION - DOUBLE PARKING,200,6,1200
2025-02-15,MTA CAMERA VIOLATION - DOUBLE PARKING,250,9,2250
2025-02-16,MTA CAMERA VIOLATION - DOUBLE PARKING,50,923,46150
2025-02-16,MTA CAMERA VIOLATION - DOUBLE PARKING,100,159,15900
2025-02-16,MTA CAMERA VIOLATION - DOUBLE PARKING,150,54,8100
2025-02-16,MTA CAMERA VIOLATION - DOUBLE PARKING,200,19,3800
2025-02-16,MTA CAMERA VIOLATION - DOUBLE PARKING,250,48,12000
2025-02-17,MTA CAMERA VIOLATION - DOUBLE PARKING,50,959,47950
2025-02-17,MTA CAMERA VIOLATION - DOUBLE PARKING,100,180,18000
2025-02-17,MTA CAMERA VIOLATION - DOUBLE PARKING,150,74,11100
2025-02-17,MTA CAMERA VIOLATION - DOUBLE PARKING,200,27,5400
2025-02-17,MTA CAMERA VIOLATION - DOUBLE PARKING,250,55,13750
2025-02-18,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1248,62400
2025-02-18,MTA CAMERA VIOLATION - DOUBLE PARKING,100,221,22100
2025-02-18,MTA CAMERA VIOLATION - DOUBLE PARKING,150,106,15900
2025-02-18,MTA CAMERA VIOLATION - DOUBLE PARKING,200,46,9200
2025-02-18,MTA CAMERA VIOLATION - DOUBLE PARKING,250,89,22250
2025-02-19,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1243,62150
2025-02-19,MTA CAMERA VIOLATION - DOUBLE PARKING,100,267,26700
2025-02-19,MTA CAMERA VIOLATION - DOUBLE PARKING,150,89,13350
2025-02-19,MTA CAMERA VIOLATION - DOUBLE PARKING,200,38,7600
2025-02-19,MTA CAMERA VIOLATION - DOUBLE PARKING,250,97,24250
2025-02-20,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1274,63700
2025-02-20,MTA CAMERA VIOLATION - DOUBLE PARKING,100,237,23700
2025-02-20,MTA CAMERA VIOLATION - DOUBLE PARKING,150,99,14850
2025-02-20,MTA CAMERA VIOLATION - DOUBLE PARKING,200,37,7400
2025-02-20,MTA CAMERA VIOLATION - DOUBLE PARKING,250,87,21750
2025-02-21,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1212,60600
2025-02-21,MTA CAMERA VIOLATION - DOUBLE PARKING,100,221,22100
2025-02-21,MTA CAMERA VIOLATION - DOUBLE PARKING,150,91,13650
2025-02-21,MTA CAMERA VIOLATION - DOUBLE PARKING,200,32,6400
2025-02-21,MTA CAMERA VIOLATION - DOUBLE PARKING,250,74,18500
2025-02-22,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1246,62300
2025-02-22,MTA CAMERA VIOLATION - DOUBLE PARKING,100,212,21200
2025-02-22,MTA CAMERA VIOLATION - DOUBLE PARKING,150,89,13350
2025-02-22,MTA CAMERA VIOLATION - DOUBLE PARKING,200,32,6400
2025-02-22,MTA CAMERA VIOLATION - DOUBLE PARKING,250,52,13000
2025-02-23,MTA CAMERA VIOLATION - DOUBLE PARKING,50,970,48500
2025-02-23,MTA CAMERA VIOLATION - DOUBLE PARKING,100,148,14800
2025-02-23,MTA CAMERA VIOLATION - DOUBLE PARKING,150,60,9000
2025-02-23,MTA CAMERA VIOLATION - DOUBLE PARKING,200,24,4800
2025-02-23,MTA CAMERA VIOLATION - DOUBLE PARKING,250,48,12000
2025-02-24,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1136,56800
2025-02-24,MTA CAMERA VIOLATION - DOUBLE PARKING,100,233,23300
2025-02-24,MTA CAMERA VIOLATION - DOUBLE PARKING,150,79,11850
2025-02-24,MTA CAMERA VIOLATION - DOUBLE PARKING,200,31,6200
2025-02-24,MTA CAMERA VIOLATION - DOUBLE PARKING,250,101,25250
2025-02-25,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1428,71400
2025-02-25,MTA CAMERA VIOLATION - DOUBLE PARKING,100,306,30600
2025-02-25,MTA CAMERA VIOLATION - DOUBLE PARKING,150,122,18300
2025-02-25,MTA CAMERA VIOLATION - DOUBLE PARKING,200,66,13200
2025-02-25,MTA CAMERA VIOLATION - DOUBLE PARKING,250,96,24000
2025-02-26,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1200,60000
2025-02-26,MTA CAMERA VIOLATION - DOUBLE PARKING,100,273,27300
2025-02-26,MTA CAMERA VIOLATION - DOUBLE PARKING,150,83,12450
2025-02-26,MTA CAMERA VIOLATION - DOUBLE PARKING,200,35,7000
2025-02-26,MTA CAMERA VIOLATION - DOUBLE PARKING,250,87,21750
2025-02-27,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1468,73400
2025-02-27,MTA CAMERA VIOLATION - DOUBLE PARKING,100,329,32900
2025-02-27,MTA CAMERA VIOLATION - DOUBLE PARKING,150,119,17850
2025-02-27,MTA CAMERA VIOLATION - DOUBLE PARKING,200,63,12600
2025-02-27,MTA CAMERA VIOLATION - DOUBLE PARKING,250,90,22500
2025-02-28,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1472,73600
2025-02-28,MTA CAMERA VIOLATION - DOUBLE PARKING,100,309,30900
2025-02-28,MTA CAMERA VIOLATION - DOUBLE PARKING,150,103,15450
2025-02-28,MTA CAMERA VIOLATION - DOUBLE PARKING,200,55,11000
2025-02-28,MTA CAMERA VIOLATION - DOUBLE PARKING,250,118,29500
2025-03-01,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1446,72300
2025-03-01,MTA CAMERA VIOLATION - DOUBLE PARKING,100,298,29800
2025-03-01,MTA CAMERA VIOLATION - DOUBLE PARKING,150,113,16950
2025-03-01,MTA CAMERA VIOLATION - DOUBLE PARKING,200,50,10000
2025-03-01,MTA CAMERA VIOLATION - DOUBLE PARKING,250,73,18250
2025-03-02,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1311,65550
2025-03-02,MTA CAMERA VIOLATION - DOUBLE PARKING,100,257,25700
2025-03-02,MTA CAMERA VIOLATION - DOUBLE PARKING,150,113,16950
2025-03-02,MTA CAMERA VIOLATION - DOUBLE PARKING,200,47,9400
2025-03-02,MTA CAMERA VIOLATION - DOUBLE PARKING,250,66,16500
2025-03-03,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1287,64350
2025-03-03,MTA CAMERA VIOLATION - DOUBLE PARKING,100,282,28200
2025-03-03,MTA CAMERA VIOLATION - DOUBLE PARKING,150,94,14100
2025-03-03,MTA CAMERA VIOLATION - DOUBLE PARKING,200,52,10400
2025-03-03,MTA CAMERA VIOLATION - DOUBLE PARKING,250,107,26750
2025-03-04,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1367,68350
2025-03-04,MTA CAMERA VIOLATION - DOUBLE PARKING,100,297,29700
2025-03-04,MTA CAMERA VIOLATION - DOUBLE PARKING,150,124,18600
2025-03-04,MTA CAMERA VIOLATION - DOUBLE PARKING,200,45,9000
2025-03-04,MTA CAMERA VIOLATION - DOUBLE PARKING,250,107,26750
2025-03-05,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1207,60350
2025-03-05,MTA CAMERA VIOLATION - DOUBLE PARKING,100,288,28800
2025-03-05,MTA CAMERA VIOLATION - DOUBLE PARKING,150,118,17700
2025-03-05,MTA CAMERA VIOLATION - DOUBLE PARKING,200,55,11000
2025-03-05,MTA CAMERA VIOLATION - DOUBLE PARKING,250,102,25500
2025-03-06,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1347,67350
2025-03-06,MTA CAMERA VIOLATION - DOUBLE PARKING,100,316,31600
2025-03-06,MTA CAMERA VIOLATION - DOUBLE PARKING,150,132,19800
2025-03-06,MTA CAMERA VIOLATION - DOUBLE PARKING,200,62,12400
2025-03-06,MTA CAMERA VIOLATION - DOUBLE PARKING,250,133,33250
2025-03-07,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1468,73400
2025-03-07,MTA CAMERA VIOLATION - DOUBLE PARKING,100,356,35600
2025-03-07,MTA CAMERA VIOLATION - DOUBLE PARKING,150,151,22650
2025-03-07,MTA CAMERA VIOLATION - DOUBLE PARKING,200,65,13000
2025-03-07,MTA CAMERA VIOLATION - DOUBLE PARKING,250,149,37250
2025-03-08,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1331,66550
2025-03-08,MTA CAMERA VIOLATION - DOUBLE PARKING,100,289,28900
2025-03-08,MTA CAMERA VIOLATION - DOUBLE PARKING,150,111,16650
2025-03-08,MTA CAMERA VIOLATION - DOUBLE PARKING,200,53,10600
2025-03-08,MTA CAMERA VIOLATION - DOUBLE PARKING,250,79,19750
2025-03-09,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1149,57450
2025-03-09,MTA CAMERA VIOLATION - DOUBLE PARKING,100,222,22200
2025-03-09,MTA CAMERA VIOLATION - DOUBLE PARKING,150,78,11700
2025-03-09,MTA CAMERA VIOLATION - DOUBLE PARKING,200,34,6800
2025-03-09,MTA CAMERA VIOLATION - DOUBLE PARKING,250,57,14250
2025-03-10,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1114,55700
2025-03-10,MTA CAMERA VIOLATION - DOUBLE PARKING,100,269,26900
2025-03-10,MTA CAMERA VIOLATION - DOUBLE PARKING,150,97,14550
2025-03-10,MTA CAMERA VIOLATION - DOUBLE PARKING,200,42,8400
2025-03-10,MTA CAMERA VIOLATION - DOUBLE PARKING,250,99,24750
2025-03-11,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1136,56800
2025-03-11,MTA CAMERA VIOLATION - DOUBLE PARKING,100,281,28100
2025-03-11,MTA CAMERA VIOLATION - DOUBLE PARKING,150,148,22200
2025-03-11,MTA CAMERA VIOLATION - DOUBLE PARKING,200,55,11000
2025-03-11,MTA CAMERA VIOLATION - DOUBLE PARKING,250,118,29500
2025-03-12,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1156,57800
2025-03-12,MTA CAMERA VIOLATION - DOUBLE PARKING,100,274,27400
2025-03-12,MTA CAMERA VIOLATION - DOUBLE PARKING,150,121,18150
2025-03-12,MTA CAMERA VIOLATION - DOUBLE PARKING,200,42,8400
2025-03-12,MTA CAMERA VIOLATION - DOUBLE PARKING,250,111,27750
2025-03-13,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1224,61200
2025-03-13,MTA CAMERA VIOLATION - DOUBLE PARKING,100,312,31200
2025-03-13,MTA CAMERA VIOLATION - DOUBLE PARKING,150,120,18000
2025-03-13,MTA CAMERA VIOLATION - DOUBLE PARKING,200,70,14000
2025-03-13,MTA CAMERA VIOLATION - DOUBLE PARKING,250,113,28250
2025-03-14,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1243,62150
2025-03-14,MTA CAMERA VIOLATION - DOUBLE PARKING,100,323,32300
2025-03-14,MTA CAMERA VIOLATION - DOUBLE PARKING,150,110,16500
2025-03-14,MTA CAMERA VIOLATION - DOUBLE PARKING,200,57,11400
2025-03-14,MTA CAMERA VIOLATION - DOUBLE PARKING,250,115,28750
2025-03-15,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1465,73250
2025-03-15,MTA CAMERA VIOLATION - DOUBLE PARKING,100,282,28200
2025-03-15,MTA CAMERA VIOLATION - DOUBLE PARKING,150,117,17550
2025-03-15,MTA CAMERA VIOLATION - DOUBLE PARKING,200,44,8800
2025-03-15,MTA CAMERA VIOLATION - DOUBLE PARKING,250,99,24750
2025-03-16,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1139,56950
2025-03-16,MTA CAMERA VIOLATION - DOUBLE PARKING,100,265,26500
2025-03-16,MTA CAMERA VIOLATION - DOUBLE PARKING,150,92,13800
2025-03-16,MTA CAMERA VIOLATION - DOUBLE PARKING,200,35,7000
2025-03-16,MTA CAMERA VIOLATION - DOUBLE PARKING,250,58,14500
2025-03-17,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1242,62100
2025-03-17,MTA CAMERA VIOLATION - DOUBLE PARKING,100,341,34100
2025-03-17,MTA CAMERA VIOLATION - DOUBLE PARKING,150,134,20100
2025-03-17,MTA CAMERA VIOLATION - DOUBLE PARKING,200,56,11200
2025-03-17,MTA CAMERA VIOLATION - DOUBLE PARKING,250,114,28500
2025-03-18,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1005,50250
2025-03-18,MTA CAMERA VIOLATION - DOUBLE PARKING,100,230,23000
2025-03-18,MTA CAMERA VIOLATION - DOUBLE PARKING,150,97,14550
2025-03-18,MTA CAMERA VIOLATION - DOUBLE PARKING,200,53,10600
2025-03-18,MTA CAMERA VIOLATION - DOUBLE PARKING,250,113,28250
2025-03-19,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1162,58100
2025-03-19,MTA CAMERA VIOLATION - DOUBLE PARKING,100,296,29600
2025-03-19,MTA CAMERA VIOLATION - DOUBLE PARKING,150,142,21300
2025-03-19,MTA CAMERA VIOLATION - DOUBLE PARKING,200,61,12200
2025-03-19,MTA CAMERA VIOLATION - DOUBLE PARKING,250,120,30000
2025-03-20,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1151,57550
2025-03-20,MTA CAMERA VIOLATION - DOUBLE PARKING,100,295,29500
2025-03-20,MTA CAMERA VIOLATION - DOUBLE PARKING,150,113,16950
2025-03-20,MTA CAMERA VIOLATION - DOUBLE PARKING,200,70,14000
2025-03-20,MTA CAMERA VIOLATION - DOUBLE PARKING,250,116,29000
2025-03-21,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1317,65850
2025-03-21,MTA CAMERA VIOLATION - DOUBLE PARKING,100,317,31700
2025-03-21,MTA CAMERA VIOLATION - DOUBLE PARKING,150,140,21000
2025-03-21,MTA CAMERA VIOLATION - DOUBLE PARKING,200,75,15000
2025-03-21,MTA CAMERA VIOLATION - DOUBLE PARKING,250,107,26750
2025-03-22,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1397,69850
2025-03-22,MTA CAMERA VIOLATION - DOUBLE PARKING,100,297,29700
2025-03-22,MTA CAMERA VIOLATION - DOUBLE PARKING,150,137,20550
2025-03-22,MTA CAMERA VIOLATION - DOUBLE PARKING,200,62,12400
2025-03-22,MTA CAMERA VIOLATION - DOUBLE PARKING,250,93,23250
2025-03-23,MTA CAMERA VIOLATION - DOUBLE PARKING,50,1006,50300
2025-03-23,MTA CAMERA VIOLATION - DOUBLE PARKING,100,221,22100
2025-03-23,MTA CAMERA VIOLATION - DOUBLE PARKING,150,75,11250
2025-03-23,MTA CAMERA VIOLATION - DOUBLE PARKING,200,37,7400
2025-03-23,MTA CAMERA VIOLATION - DOUBLE PARKING,250,69,17250
2025-03-24,MTA CAMERA VIOLATION - DOUBLE PARKING,50,915,45750
2025-03-24,MTA CAMERA VIOLATION - DOUBLE PARKING,100,254,25400
2025-03-24,MTA CAMERA VIOLATION - DOUBLE PARKING,150,115,17250
2025-03-24,MTA CAMERA VIOLATION - DOUBLE PARKING,200,50,10000
